mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__activation,param_model__dropout_rate,param_model__learning_rate,param_model__n_layers,param_model__n_neurons,param_model__optimizer,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.5419341087341308,0.026449830700953844,0.08031992912292481,0.002752742503578989,tanh,0.0,0.0005,1,128,rmsprop,"{'model__activation': 'tanh', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0005, 'model__n_layers': 1, 'model__n_neurons': 128, 'model__optimizer': 'rmsprop'}",0.7637540453074434,0.7702265372168284,0.8349514563106796,0.8344155844155844,0.737012987012987,0.7880721220527045,0.03965414861014566,58
0.5522726535797119,0.04539353750965664,0.07910213470458985,0.0008215485588163017,tanh,0.0,0.0005,1,256,rmsprop,"{'model__activation': 'tanh', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0005, 'model__n_layers': 1, 'model__n_neurons': 256, 'model__optimizer': 'rmsprop'}",0.8737864077669902,0.86084142394822,0.8414239482200647,0.7694805194805194,0.814935064935065,0.8320934728701719,0.03705832207964487,8
0.5391202926635742,0.0038699600674492896,0.07961435317993164,0.0005425444594745401,tanh,0.0,0.0005,1,512,rmsprop,"{'model__activation': 'tanh', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0005, 'model__n_layers': 1, 'model__n_neurons': 512, 'model__optimizer': 'rmsprop'}",0.8640776699029126,0.889967637540453,0.8284789644012945,0.788961038961039,0.7467532467532467,0.8236477115117891,0.051326755384659695,17
0.6117890357971192,0.050680558359504746,0.08937091827392578,0.011300637500951977,tanh,0.0,0.0005,2,128,rmsprop,"{'model__activation': 'tanh', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0005, 'model__n_layers': 2, 'model__n_neurons': 128, 'model__optimizer': 'rmsprop'}",0.8478964401294499,0.8478964401294499,0.7572815533980582,0.8246753246753247,0.8441558441558441,0.8243811204976254,0.03463933796012893,12
0.6213778972625732,0.05233913010949484,0.08546733856201172,0.00195507381558055,tanh,0.0,0.0005,2,256,rmsprop,"{'model__activation': 'tanh', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0005, 'model__n_layers': 2, 'model__n_neurons': 256, 'model__optimizer': 'rmsprop'}",0.7961165048543689,0.8511326860841424,0.6893203883495146,0.7305194805194806,0.724025974025974,0.7582230067666961,0.05788370918960717,88
0.6067936420440674,0.003495055233336248,0.08555469512939454,0.0008207327289521391,tanh,0.0,0.0005,2,512,rmsprop,"{'model__activation': 'tanh', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0005, 'model__n_layers': 2, 'model__n_neurons': 512, 'model__optimizer': 'rmsprop'}",0.7831715210355987,0.7152103559870551,0.6504854368932039,0.762987012987013,0.5941558441558441,0.701202034211743,0.07037566838111305,124
0.6422362327575684,0.0036907841525236694,0.12267427444458008,0.06483804746292551,tanh,0.0,0.0005,3,128,rmsprop,"{'model__activation': 'tanh', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0005, 'model__n_layers': 3, 'model__n_neurons': 128, 'model__optimizer': 'rmsprop'}",0.8220064724919094,0.8446601941747572,0.86084142394822,0.7564935064935064,0.8376623376623377,0.8243327869541461,0.03614233167341146,14
0.6855298042297363,0.06253896744382458,0.09177947044372559,0.0015527187472699803,tanh,0.0,0.0005,3,256,rmsprop,"{'model__activation': 'tanh', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0005, 'model__n_layers': 3, 'model__n_neurons': 256, 'model__optimizer': 'rmsprop'}",0.6181229773462783,0.8252427184466019,0.6990291262135923,0.801948051948052,0.801948051948052,0.7492581851805153,0.07879783564801475,95
0.6772699356079102,0.0031277904423153953,0.0927004337310791,0.0008324535021762184,tanh,0.0,0.0005,3,512,rmsprop,"{'model__activation': 'tanh', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0005, 'model__n_layers': 3, 'model__n_neurons': 512, 'model__optimizer': 'rmsprop'}",0.6213592233009708,0.7475728155339806,0.5210355987055016,0.6461038961038961,0.6136363636363636,0.6299415794561425,0.07252359302183678,144
0.5564779758453369,0.06251031686464932,0.0788693904876709,0.0005554675707971386,tanh,0.0,0.0001,1,128,rmsprop,"{'model__activation': 'tanh', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0001, 'model__n_layers': 1, 'model__n_neurons': 128, 'model__optimizer': 'rmsprop'}",0.7249190938511327,0.7702265372168284,0.7152103559870551,0.7922077922077922,0.7337662337662337,0.7472660026058084,0.02917582277164082,98
0.5333837985992431,0.0021581632891845164,0.07946419715881348,0.0011709525247410723,tanh,0.0,0.0001,1,256,rmsprop,"{'model__activation': 'tanh', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0001, 'model__n_layers': 1, 'model__n_neurons': 256, 'model__optimizer': 'rmsprop'}",0.7961165048543689,0.7896440129449838,0.7508090614886731,0.7954545454545454,0.7597402597402597,0.7783528768965662,0.019186425324095174,68
0.576017427444458,0.06281585760464733,0.07936902046203613,0.0007321621358531719,tanh,0.0,0.0001,1,512,rmsprop,"{'model__activation': 'tanh', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0001, 'model__n_layers': 1, 'model__n_neurons': 512, 'model__optimizer': 'rmsprop'}",0.8058252427184466,0.8576051779935275,0.8511326860841424,0.8506493506493507,0.8084415584415584,0.8347308031774052,0.022681775741590915,6
