mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_model__activation,param_model__dropout_rate,param_model__learning_rate,param_model__n_layers,param_model__n_neurons,param_model__optimizer,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.9325751781463623,0.05705688501687826,0.142242431640625,0.0035642990120221835,relu,0.0,0.0005,1,16,rmsprop,"{'model__activation': 'relu', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0005, 'model__n_layers': 1, 'model__n_neurons': 16, 'model__optimizer': 'rmsprop'}",0.7993527508090615,0.7669902912621359,0.6375404530744336,0.7272727272727273,0.7142857142857143,0.7290883873408145,0.05473038482225323,56
0.8770330429077149,0.032223579903526554,0.13731160163879394,0.006114828171686457,relu,0.0,0.0005,1,32,rmsprop,"{'model__activation': 'relu', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0005, 'model__n_layers': 1, 'model__n_neurons': 32, 'model__optimizer': 'rmsprop'}",0.7475728155339806,0.7055016181229773,0.7669902912621359,0.775974025974026,0.7402597402597403,0.7472596982305719,0.02452200492393349,31
0.857301902770996,0.07884723299866986,0.1314931869506836,0.0026139028616999024,relu,0.0,0.0005,1,64,rmsprop,"{'model__activation': 'relu', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0005, 'model__n_layers': 1, 'model__n_neurons': 64, 'model__optimizer': 'rmsprop'}",0.7734627831715211,0.8090614886731392,0.7443365695792881,0.7467532467532467,0.7467532467532467,0.7640734669860884,0.024906250343315107,13
1.0073442935943604,0.011075865683392864,0.15248007774353028,0.0027155451541022433,relu,0.0,0.0005,2,16,rmsprop,"{'model__activation': 'relu', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0005, 'model__n_layers': 2, 'model__n_neurons': 16, 'model__optimizer': 'rmsprop'}",0.7378640776699029,0.6601941747572816,0.7605177993527508,0.7175324675324676,0.7012987012987013,0.7154814441222208,0.0340332032633989,71
1.0714834690093995,0.0839059475008454,0.15726861953735352,0.001965823453607492,relu,0.0,0.0005,2,32,rmsprop,"{'model__activation': 'relu', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0005, 'model__n_layers': 2, 'model__n_neurons': 32, 'model__optimizer': 'rmsprop'}",0.7184466019417476,0.7637540453074434,0.7087378640776699,0.7467532467532467,0.6753246753246753,0.7226032866809566,0.030729141123031017,64
1.0614084243774413,0.03440322803018933,0.1592392921447754,0.007453093481874635,relu,0.0,0.0005,2,64,rmsprop,"{'model__activation': 'relu', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0005, 'model__n_layers': 2, 'model__n_neurons': 64, 'model__optimizer': 'rmsprop'}",0.7928802588996764,0.8122977346278317,0.7281553398058253,0.7175324675324676,0.6363636363636364,0.7374458874458875,0.062251503784216324,41
1.268423843383789,0.11339419656592012,0.17673211097717284,0.016848790674035767,relu,0.0,0.0005,3,16,rmsprop,"{'model__activation': 'relu', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0005, 'model__n_layers': 3, 'model__n_neurons': 16, 'model__optimizer': 'rmsprop'}",0.6990291262135923,0.7540453074433657,0.7087378640776699,0.8051948051948052,0.7532467532467533,0.7440507712352373,0.03793942450906313,33
1.1431134223937989,0.012749731707641484,0.16806530952453613,0.010342518645448932,relu,0.0,0.0005,3,32,rmsprop,"{'model__activation': 'relu', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0005, 'model__n_layers': 3, 'model__n_neurons': 32, 'model__optimizer': 'rmsprop'}",0.7605177993527508,0.8317152103559871,0.6440129449838188,0.788961038961039,0.7727272727272727,0.7595868532761736,0.06260384691310908,18
1.1853257179260255,0.119345536769755,0.16389288902282714,0.0016871017037832674,relu,0.0,0.0005,3,64,rmsprop,"{'model__activation': 'relu', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0005, 'model__n_layers': 3, 'model__n_neurons': 64, 'model__optimizer': 'rmsprop'}",0.7896440129449838,0.8187702265372169,0.7475728155339806,0.737012987012987,0.6655844155844156,0.7517168915227168,0.05212829914900326,26
0.8626495361328125,0.00953477459807946,0.13971586227416993,0.004541920697729889,relu,0.0,0.0001,1,16,rmsprop,"{'model__activation': 'relu', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0001, 'model__n_layers': 1, 'model__n_neurons': 16, 'model__optimizer': 'rmsprop'}",0.6407766990291263,0.5663430420711975,0.44336569579288027,0.5941558441558441,0.6818181818181818,0.5852918925734459,0.08121152894557548,198
0.938623571395874,0.13683166579075076,0.13674235343933105,0.0008389969920844024,relu,0.0,0.0001,1,32,rmsprop,"{'model__activation': 'relu', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0001, 'model__n_layers': 1, 'model__n_neurons': 32, 'model__optimizer': 'rmsprop'}",0.5857605177993528,0.6828478964401294,0.7443365695792881,0.5681818181818182,0.5844155844155844,0.6331084772832346,0.06880987789418605,148
0.8886271953582764,0.0191545309233352,0.13777236938476561,0.003856389695328855,relu,0.0,0.0001,1,64,rmsprop,"{'model__activation': 'relu', 'model__dropout_rate': 0.0, 'model__learning_rate': 0.0001, 'model__n_layers': 1, 'model__n_neurons': 64, 'model__optimizer': 'rmsprop'}",0.6116504854368932,0.7055016181229773,0.6796116504854369,0.7142857142857143,0.7077922077922078,0.683768335224646,0.03794484088639279,104
