ExtractionMethod;Reduction;Classification;Metodo;Fold;Components;ACC2;ACC
ResNet152V2;ReliefF;RandomForest;ResNet152V2_ReliefF_50_RandomForest;5;50;79,4118;0,7941
ResNet152V2;ReliefF;Adaboost;ResNet152V2_ReliefF_50_Adaboost;5;50;76,4706;0,7647
ResNet152V2;ReliefF;Gaussian;ResNet152V2_ReliefF_50_Gaussian;5;50;73,5294;0,7353
ResNet152V2;ReliefF;J48;ResNet152V2_ReliefF_50_J48;6;50;67,6471;0,6765
ResNet152V2;ReliefF;RBF;ResNet152V2_ReliefF_50_RBF;6;50;79,4118;0,7941
ResNet152V2;ReliefF;LinearSVM;ResNet152V2_ReliefF_50_LinearSVM;6;50;76,4706;0,7647
ResNet152V2;ReliefF;MLP;ResNet152V2_ReliefF_50_MLP;6;50;82,3529;0,8235
ResNet152V2;ReliefF;Logistic;ResNet152V2_ReliefF_50_Logistic;6;50;76,4706;0,7647
ResNet152V2;ReliefF;RandomForest;ResNet152V2_ReliefF_50_RandomForest;6;50;85,2941;0,8529
ResNet152V2;ReliefF;Adaboost;ResNet152V2_ReliefF_50_Adaboost;6;50;85,2941;0,8529
ResNet152V2;ReliefF;Gaussian;ResNet152V2_ReliefF_50_Gaussian;6;50;76,4706;0,7647
ResNet152V2;ReliefF;J48;ResNet152V2_ReliefF_50_J48;7;50;76,4706;0,7647
ResNet152V2;ReliefF;RBF;ResNet152V2_ReliefF_50_RBF;7;50;91,1765;0,9118
ResNet152V2;ReliefF;LinearSVM;ResNet152V2_ReliefF_50_LinearSVM;7;50;85,2941;0,8529
ResNet152V2;ReliefF;MLP;ResNet152V2_ReliefF_50_MLP;7;50;79,4118;0,7941
ResNet152V2;ReliefF;Logistic;ResNet152V2_ReliefF_50_Logistic;7;50;88,2353;0,8824
ResNet152V2;ReliefF;RandomForest;ResNet152V2_ReliefF_50_RandomForest;7;50;91,1765;0,9118
ResNet152V2;ReliefF;Adaboost;ResNet152V2_ReliefF_50_Adaboost;7;50;88,2353;0,8824
ResNet152V2;ReliefF;Gaussian;ResNet152V2_ReliefF_50_Gaussian;7;50;91,1765;0,9118
ResNet152V2;ReliefF;J48;ResNet152V2_ReliefF_50_J48;8;50;73,5294;0,7353
ResNet152V2;ReliefF;RBF;ResNet152V2_ReliefF_50_RBF;8;50;85,2941;0,8529
ResNet152V2;ReliefF;LinearSVM;ResNet152V2_ReliefF_50_LinearSVM;8;50;82,3529;0,8235
ResNet152V2;ReliefF;MLP;ResNet152V2_ReliefF_50_MLP;8;50;82,3529;0,8235
ResNet152V2;ReliefF;Logistic;ResNet152V2_ReliefF_50_Logistic;8;50;85,2941;0,8529
ResNet152V2;ReliefF;RandomForest;ResNet152V2_ReliefF_50_RandomForest;8;50;85,2941;0,8529
ResNet152V2;ReliefF;Adaboost;ResNet152V2_ReliefF_50_Adaboost;8;50;85,2941;0,8529
ResNet152V2;ReliefF;Gaussian;ResNet152V2_ReliefF_50_Gaussian;8;50;91,1765;0,9118
ResNet152V2;ReliefF;J48;ResNet152V2_ReliefF_50_J48;9;50;88,2353;0,8824
ResNet152V2;ReliefF;RBF;ResNet152V2_ReliefF_50_RBF;9;50;88,2353;0,8824
ResNet152V2;ReliefF;LinearSVM;ResNet152V2_ReliefF_50_LinearSVM;9;50;91,1765;0,9118
ResNet152V2;ReliefF;MLP;ResNet152V2_ReliefF_50_MLP;9;50;91,1765;0,9118
ResNet152V2;ReliefF;Logistic;ResNet152V2_ReliefF_50_Logistic;9;50;91,1765;0,9118
ResNet152V2;ReliefF;RandomForest;ResNet152V2_ReliefF_50_RandomForest;9;50;91,1765;0,9118
ResNet152V2;ReliefF;Adaboost;ResNet152V2_ReliefF_50_Adaboost;9;50;88,2353;0,8824
ResNet152V2;ReliefF;Gaussian;ResNet152V2_ReliefF_50_Gaussian;9;50;88,2353;0,8824
ResNet152V2;ReliefF;J48;ResNet152V2_ReliefF_50_J48;10;50;67,6471;0,6765
ResNet152V2;ReliefF;RBF;ResNet152V2_ReliefF_50_RBF;10;50;88,2353;0,8824
ResNet152V2;ReliefF;LinearSVM;ResNet152V2_ReliefF_50_LinearSVM;10;50;88,2353;0,8824
ResNet152V2;ReliefF;MLP;ResNet152V2_ReliefF_50_MLP;10;50;85,2941;0,8529
ResNet152V2;ReliefF;Logistic;ResNet152V2_ReliefF_50_Logistic;10;50;85,2941;0,8529
ResNet152V2;ReliefF;RandomForest;ResNet152V2_ReliefF_50_RandomForest;10;50;88,2353;0,8824
ResNet152V2;ReliefF;Adaboost;ResNet152V2_ReliefF_50_Adaboost;10;50;79,4118;0,7941
ResNet152V2;ReliefF;Gaussian;ResNet152V2_ReliefF_50_Gaussian;10;50;85,2941;0,8529
InceptionV3;ReliefF;J48;InceptionV3_ReliefF_50_J48;1;50;80;0,8
InceptionV3;ReliefF;RBF;InceptionV3_ReliefF_50_RBF;1;50;74,2857;0,7429
InceptionV3;ReliefF;LinearSVM;InceptionV3_ReliefF_50_LinearSVM;1;50;74,2857;0,7429
InceptionV3;ReliefF;MLP;InceptionV3_ReliefF_50_MLP;1;50;74,2857;0,7429
InceptionV3;ReliefF;Logistic;InceptionV3_ReliefF_50_Logistic;1;50;77,1429;0,7714
InceptionV3;ReliefF;RandomForest;InceptionV3_ReliefF_50_RandomForest;1;50;77,1429;0,7714
InceptionV3;ReliefF;Adaboost;InceptionV3_ReliefF_50_Adaboost;1;50;80;0,8
InceptionV3;ReliefF;Gaussian;InceptionV3_ReliefF_50_Gaussian;1;50;74,2857;0,7429
InceptionV3;ReliefF;J48;InceptionV3_ReliefF_50_J48;2;50;74,2857;0,7429
InceptionV3;ReliefF;RBF;InceptionV3_ReliefF_50_RBF;2;50;80;0,8
InceptionV3;ReliefF;LinearSVM;InceptionV3_ReliefF_50_LinearSVM;2;50;80;0,8
InceptionV3;ReliefF;MLP;InceptionV3_ReliefF_50_MLP;2;50;77,1429;0,7714
InceptionV3;ReliefF;Logistic;InceptionV3_ReliefF_50_Logistic;2;50;74,2857;0,7429
InceptionV3;ReliefF;RandomForest;InceptionV3_ReliefF_50_RandomForest;2;50;80;0,8
InceptionV3;ReliefF;Adaboost;InceptionV3_ReliefF_50_Adaboost;2;50;80;0,8
InceptionV3;ReliefF;Gaussian;InceptionV3_ReliefF_50_Gaussian;2;50;77,1429;0,7714
InceptionV3;ReliefF;J48;InceptionV3_ReliefF_50_J48;3;50;76,4706;0,7647
InceptionV3;ReliefF;RBF;InceptionV3_ReliefF_50_RBF;3;50;85,2941;0,8529
InceptionV3;ReliefF;LinearSVM;InceptionV3_ReliefF_50_LinearSVM;3;50;85,2941;0,8529
InceptionV3;ReliefF;MLP;InceptionV3_ReliefF_50_MLP;3;50;76,4706;0,7647
InceptionV3;ReliefF;Logistic;InceptionV3_ReliefF_50_Logistic;3;50;82,3529;0,8235
InceptionV3;ReliefF;RandomForest;InceptionV3_ReliefF_50_RandomForest;3;50;79,4118;0,7941
InceptionV3;ReliefF;Adaboost;InceptionV3_ReliefF_50_Adaboost;3;50;76,4706;0,7647
InceptionV3;ReliefF;Gaussian;InceptionV3_ReliefF_50_Gaussian;3;50;82,3529;0,8235
InceptionV3;ReliefF;J48;InceptionV3_ReliefF_50_J48;4;50;64,7059;0,6471
InceptionV3;ReliefF;RBF;InceptionV3_ReliefF_50_RBF;4;50;88,2353;0,8824
InceptionV3;ReliefF;LinearSVM;InceptionV3_ReliefF_50_LinearSVM;4;50;85,2941;0,8529
InceptionV3;ReliefF;MLP;InceptionV3_ReliefF_50_MLP;4;50;85,2941;0,8529
InceptionV3;ReliefF;Logistic;InceptionV3_ReliefF_50_Logistic;4;50;91,1765;0,9118
InceptionV3;ReliefF;RandomForest;InceptionV3_ReliefF_50_RandomForest;4;50;82,3529;0,8235
InceptionV3;ReliefF;Adaboost;InceptionV3_ReliefF_50_Adaboost;4;50;88,2353;0,8824
InceptionV3;ReliefF;Gaussian;InceptionV3_ReliefF_50_Gaussian;4;50;91,1765;0,9118
InceptionV3;ReliefF;J48;InceptionV3_ReliefF_50_J48;5;50;67,6471;0,6765
InceptionV3;ReliefF;RBF;InceptionV3_ReliefF_50_RBF;5;50;85,2941;0,8529
InceptionV3;ReliefF;LinearSVM;InceptionV3_ReliefF_50_LinearSVM;5;50;85,2941;0,8529
InceptionV3;ReliefF;MLP;InceptionV3_ReliefF_50_MLP;5;50;79,4118;0,7941
InceptionV3;ReliefF;Logistic;InceptionV3_ReliefF_50_Logistic;5;50;85,2941;0,8529
InceptionV3;ReliefF;RandomForest;InceptionV3_ReliefF_50_RandomForest;5;50;79,4118;0,7941
InceptionV3;ReliefF;Adaboost;InceptionV3_ReliefF_50_Adaboost;5;50;73,5294;0,7353
InceptionV3;ReliefF;Gaussian;InceptionV3_ReliefF_50_Gaussian;5;50;79,4118;0,7941
InceptionV3;ReliefF;J48;InceptionV3_ReliefF_50_J48;6;50;73,5294;0,7353
InceptionV3;ReliefF;RBF;InceptionV3_ReliefF_50_RBF;6;50;88,2353;0,8824
InceptionV3;ReliefF;LinearSVM;InceptionV3_ReliefF_50_LinearSVM;6;50;88,2353;0,8824
InceptionV3;ReliefF;MLP;InceptionV3_ReliefF_50_MLP;6;50;82,3529;0,8235
InceptionV3;ReliefF;Logistic;InceptionV3_ReliefF_50_Logistic;6;50;88,2353;0,8824
InceptionV3;ReliefF;RandomForest;InceptionV3_ReliefF_50_RandomForest;6;50;79,4118;0,7941
InceptionV3;ReliefF;Adaboost;InceptionV3_ReliefF_50_Adaboost;6;50;79,4118;0,7941
InceptionV3;ReliefF;Gaussian;InceptionV3_ReliefF_50_Gaussian;6;50;82,3529;0,8235
InceptionV3;ReliefF;J48;InceptionV3_ReliefF_50_J48;7;50;70,5882;0,7059
InceptionV3;ReliefF;RBF;InceptionV3_ReliefF_50_RBF;7;50;94,1176;0,9412
InceptionV3;ReliefF;LinearSVM;InceptionV3_ReliefF_50_LinearSVM;7;50;94,1176;0,9412
InceptionV3;ReliefF;MLP;InceptionV3_ReliefF_50_MLP;7;50;88,2353;0,8824
InceptionV3;ReliefF;Logistic;InceptionV3_ReliefF_50_Logistic;7;50;82,3529;0,8235
InceptionV3;ReliefF;RandomForest;InceptionV3_ReliefF_50_RandomForest;7;50;88,2353;0,8824
InceptionV3;ReliefF;Adaboost;InceptionV3_ReliefF_50_Adaboost;7;50;88,2353;0,8824
InceptionV3;ReliefF;Gaussian;InceptionV3_ReliefF_50_Gaussian;7;50;85,2941;0,8529
InceptionV3;ReliefF;J48;InceptionV3_ReliefF_50_J48;8;50;76,4706;0,7647
InceptionV3;ReliefF;RBF;InceptionV3_ReliefF_50_RBF;8;50;79,4118;0,7941
InceptionV3;ReliefF;LinearSVM;InceptionV3_ReliefF_50_LinearSVM;8;50;79,4118;0,7941
InceptionV3;ReliefF;MLP;InceptionV3_ReliefF_50_MLP;8;50;85,2941;0,8529
InceptionV3;ReliefF;Logistic;InceptionV3_ReliefF_50_Logistic;8;50;82,3529;0,8235
InceptionV3;ReliefF;RandomForest;InceptionV3_ReliefF_50_RandomForest;8;50;85,2941;0,8529
InceptionV3;ReliefF;Adaboost;InceptionV3_ReliefF_50_Adaboost;8;50;88,2353;0,8824
InceptionV3;ReliefF;Gaussian;InceptionV3_ReliefF_50_Gaussian;8;50;79,4118;0,7941
InceptionV3;ReliefF;J48;InceptionV3_ReliefF_50_J48;9;50;76,4706;0,7647
InceptionV3;ReliefF;RBF;InceptionV3_ReliefF_50_RBF;9;50;82,3529;0,8235
InceptionV3;ReliefF;LinearSVM;InceptionV3_ReliefF_50_LinearSVM;9;50;88,2353;0,8824
InceptionV3;ReliefF;MLP;InceptionV3_ReliefF_50_MLP;9;50;73,5294;0,7353
InceptionV3;ReliefF;Logistic;InceptionV3_ReliefF_50_Logistic;9;50;85,2941;0,8529
InceptionV3;ReliefF;RandomForest;InceptionV3_ReliefF_50_RandomForest;9;50;76,4706;0,7647
InceptionV3;ReliefF;Adaboost;InceptionV3_ReliefF_50_Adaboost;9;50;88,2353;0,8824
InceptionV3;ReliefF;Gaussian;InceptionV3_ReliefF_50_Gaussian;9;50;85,2941;0,8529
InceptionV3;ReliefF;J48;InceptionV3_ReliefF_50_J48;10;50;67,6471;0,6765
InceptionV3;ReliefF;RBF;InceptionV3_ReliefF_50_RBF;10;50;85,2941;0,8529
InceptionV3;ReliefF;LinearSVM;InceptionV3_ReliefF_50_LinearSVM;10;50;76,4706;0,7647
InceptionV3;ReliefF;MLP;InceptionV3_ReliefF_50_MLP;10;50;79,4118;0,7941
InceptionV3;ReliefF;Logistic;InceptionV3_ReliefF_50_Logistic;10;50;79,4118;0,7941
InceptionV3;ReliefF;RandomForest;InceptionV3_ReliefF_50_RandomForest;10;50;82,3529;0,8235
InceptionV3;ReliefF;Adaboost;InceptionV3_ReliefF_50_Adaboost;10;50;79,4118;0,7941
InceptionV3;ReliefF;Gaussian;InceptionV3_ReliefF_50_Gaussian;10;50;88,2353;0,8824
InceptionResNetV2;ReliefF;J48;InceptionResNetV2_ReliefF_50_J48;1;50;54,2857;0,5429
InceptionResNetV2;ReliefF;RBF;InceptionResNetV2_ReliefF_50_RBF;1;50;71,4286;0,7143
InceptionResNetV2;ReliefF;LinearSVM;InceptionResNetV2_ReliefF_50_LinearSVM;1;50;68,5714;0,6857
InceptionResNetV2;ReliefF;MLP;InceptionResNetV2_ReliefF_50_MLP;1;50;68,5714;0,6857
InceptionResNetV2;ReliefF;Logistic;InceptionResNetV2_ReliefF_50_Logistic;1;50;74,2857;0,7429
InceptionResNetV2;ReliefF;RandomForest;InceptionResNetV2_ReliefF_50_RandomForest;1;50;62,8571;0,6286
InceptionResNetV2;ReliefF;Adaboost;InceptionResNetV2_ReliefF_50_Adaboost;1;50;51,4286;0,5143
InceptionResNetV2;ReliefF;Gaussian;InceptionResNetV2_ReliefF_50_Gaussian;1;50;51,4286;0,5143
InceptionResNetV2;ReliefF;J48;InceptionResNetV2_ReliefF_50_J48;2;50;71,4286;0,7143
InceptionResNetV2;ReliefF;RBF;InceptionResNetV2_ReliefF_50_RBF;2;50;71,4286;0,7143
InceptionResNetV2;ReliefF;LinearSVM;InceptionResNetV2_ReliefF_50_LinearSVM;2;50;74,2857;0,7429
InceptionResNetV2;ReliefF;MLP;InceptionResNetV2_ReliefF_50_MLP;2;50;80;0,8
InceptionResNetV2;ReliefF;Logistic;InceptionResNetV2_ReliefF_50_Logistic;2;50;77,1429;0,7714
InceptionResNetV2;ReliefF;RandomForest;InceptionResNetV2_ReliefF_50_RandomForest;2;50;77,1429;0,7714
InceptionResNetV2;ReliefF;Adaboost;InceptionResNetV2_ReliefF_50_Adaboost;2;50;74,2857;0,7429
InceptionResNetV2;ReliefF;Gaussian;InceptionResNetV2_ReliefF_50_Gaussian;2;50;65,7143;0,6571
InceptionResNetV2;ReliefF;J48;InceptionResNetV2_ReliefF_50_J48;3;50;73,5294;0,7353
InceptionResNetV2;ReliefF;RBF;InceptionResNetV2_ReliefF_50_RBF;3;50;73,5294;0,7353
InceptionResNetV2;ReliefF;LinearSVM;InceptionResNetV2_ReliefF_50_LinearSVM;3;50;73,5294;0,7353
InceptionResNetV2;ReliefF;MLP;InceptionResNetV2_ReliefF_50_MLP;3;50;67,6471;0,6765
InceptionResNetV2;ReliefF;Logistic;InceptionResNetV2_ReliefF_50_Logistic;3;50;70,5882;0,7059
InceptionResNetV2;ReliefF;RandomForest;InceptionResNetV2_ReliefF_50_RandomForest;3;50;70,5882;0,7059
InceptionResNetV2;ReliefF;Adaboost;InceptionResNetV2_ReliefF_50_Adaboost;3;50;76,4706;0,7647
InceptionResNetV2;ReliefF;Gaussian;InceptionResNetV2_ReliefF_50_Gaussian;3;50;58,8235;0,5882
InceptionResNetV2;ReliefF;J48;InceptionResNetV2_ReliefF_50_J48;4;50;64,7059;0,6471
InceptionResNetV2;ReliefF;RBF;InceptionResNetV2_ReliefF_50_RBF;4;50;76,4706;0,7647
InceptionResNetV2;ReliefF;LinearSVM;InceptionResNetV2_ReliefF_50_LinearSVM;4;50;64,7059;0,6471
InceptionResNetV2;ReliefF;MLP;InceptionResNetV2_ReliefF_50_MLP;4;50;64,7059;0,6471
InceptionResNetV2;ReliefF;Logistic;InceptionResNetV2_ReliefF_50_Logistic;4;50;73,5294;0,7353
InceptionResNetV2;ReliefF;RandomForest;InceptionResNetV2_ReliefF_50_RandomForest;4;50;67,6471;0,6765
InceptionResNetV2;ReliefF;Adaboost;InceptionResNetV2_ReliefF_50_Adaboost;4;50;61,7647;0,6176
InceptionResNetV2;ReliefF;Gaussian;InceptionResNetV2_ReliefF_50_Gaussian;4;50;61,7647;0,6176
InceptionResNetV2;ReliefF;J48;InceptionResNetV2_ReliefF_50_J48;5;50;52,9412;0,5294
InceptionResNetV2;ReliefF;RBF;InceptionResNetV2_ReliefF_50_RBF;5;50;58,8235;0,5882
InceptionResNetV2;ReliefF;LinearSVM;InceptionResNetV2_ReliefF_50_LinearSVM;5;50;70,5882;0,7059
InceptionResNetV2;ReliefF;MLP;InceptionResNetV2_ReliefF_50_MLP;5;50;64,7059;0,6471
InceptionResNetV2;ReliefF;Logistic;InceptionResNetV2_ReliefF_50_Logistic;5;50;67,6471;0,6765
InceptionResNetV2;ReliefF;RandomForest;InceptionResNetV2_ReliefF_50_RandomForest;5;50;58,8235;0,5882
InceptionResNetV2;ReliefF;Adaboost;InceptionResNetV2_ReliefF_50_Adaboost;5;50;61,7647;0,6176
InceptionResNetV2;ReliefF;Gaussian;InceptionResNetV2_ReliefF_50_Gaussian;5;50;61,7647;0,6176
InceptionResNetV2;ReliefF;J48;InceptionResNetV2_ReliefF_50_J48;6;50;67,6471;0,6765
InceptionResNetV2;ReliefF;RBF;InceptionResNetV2_ReliefF_50_RBF;6;50;79,4118;0,7941
InceptionResNetV2;ReliefF;LinearSVM;InceptionResNetV2_ReliefF_50_LinearSVM;6;50;76,4706;0,7647
InceptionResNetV2;ReliefF;MLP;InceptionResNetV2_ReliefF_50_MLP;6;50;67,6471;0,6765
InceptionResNetV2;ReliefF;Logistic;InceptionResNetV2_ReliefF_50_Logistic;6;50;79,4118;0,7941
InceptionResNetV2;ReliefF;RandomForest;InceptionResNetV2_ReliefF_50_RandomForest;6;50;79,4118;0,7941
InceptionResNetV2;ReliefF;Adaboost;InceptionResNetV2_ReliefF_50_Adaboost;6;50;70,5882;0,7059
InceptionResNetV2;ReliefF;Gaussian;InceptionResNetV2_ReliefF_50_Gaussian;6;50;55,8824;0,5588
InceptionResNetV2;ReliefF;J48;InceptionResNetV2_ReliefF_50_J48;7;50;64,7059;0,6471
InceptionResNetV2;ReliefF;RBF;InceptionResNetV2_ReliefF_50_RBF;7;50;79,4118;0,7941
InceptionResNetV2;ReliefF;LinearSVM;InceptionResNetV2_ReliefF_50_LinearSVM;7;50;88,2353;0,8824
InceptionResNetV2;ReliefF;MLP;InceptionResNetV2_ReliefF_50_MLP;7;50;70,5882;0,7059
InceptionResNetV2;ReliefF;Logistic;InceptionResNetV2_ReliefF_50_Logistic;7;50;85,2941;0,8529
InceptionResNetV2;ReliefF;RandomForest;InceptionResNetV2_ReliefF_50_RandomForest;7;50;82,3529;0,8235
InceptionResNetV2;ReliefF;Adaboost;InceptionResNetV2_ReliefF_50_Adaboost;7;50;70,5882;0,7059
InceptionResNetV2;ReliefF;Gaussian;InceptionResNetV2_ReliefF_50_Gaussian;7;50;76,4706;0,7647
InceptionResNetV2;ReliefF;J48;InceptionResNetV2_ReliefF_50_J48;8;50;64,7059;0,6471
InceptionResNetV2;ReliefF;RBF;InceptionResNetV2_ReliefF_50_RBF;8;50;82,3529;0,8235
InceptionResNetV2;ReliefF;LinearSVM;InceptionResNetV2_ReliefF_50_LinearSVM;8;50;79,4118;0,7941
InceptionResNetV2;ReliefF;MLP;InceptionResNetV2_ReliefF_50_MLP;8;50;70,5882;0,7059
InceptionResNetV2;ReliefF;Logistic;InceptionResNetV2_ReliefF_50_Logistic;8;50;82,3529;0,8235
InceptionResNetV2;ReliefF;RandomForest;InceptionResNetV2_ReliefF_50_RandomForest;8;50;79,4118;0,7941
InceptionResNetV2;ReliefF;Adaboost;InceptionResNetV2_ReliefF_50_Adaboost;8;50;88,2353;0,8824
InceptionResNetV2;ReliefF;Gaussian;InceptionResNetV2_ReliefF_50_Gaussian;8;50;73,5294;0,7353
InceptionResNetV2;ReliefF;J48;InceptionResNetV2_ReliefF_50_J48;9;50;64,7059;0,6471
InceptionResNetV2;ReliefF;RBF;InceptionResNetV2_ReliefF_50_RBF;9;50;58,8235;0,5882
InceptionResNetV2;ReliefF;LinearSVM;InceptionResNetV2_ReliefF_50_LinearSVM;9;50;73,5294;0,7353
InceptionResNetV2;ReliefF;MLP;InceptionResNetV2_ReliefF_50_MLP;9;50;58,8235;0,5882
InceptionResNetV2;ReliefF;Logistic;InceptionResNetV2_ReliefF_50_Logistic;9;50;61,7647;0,6176
InceptionResNetV2;ReliefF;RandomForest;InceptionResNetV2_ReliefF_50_RandomForest;9;50;70,5882;0,7059
InceptionResNetV2;ReliefF;Adaboost;InceptionResNetV2_ReliefF_50_Adaboost;9;50;70,5882;0,7059
InceptionResNetV2;ReliefF;Gaussian;InceptionResNetV2_ReliefF_50_Gaussian;9;50;76,4706;0,7647
InceptionResNetV2;ReliefF;J48;InceptionResNetV2_ReliefF_50_J48;10;50;76,4706;0,7647
InceptionResNetV2;ReliefF;RBF;InceptionResNetV2_ReliefF_50_RBF;10;50;82,3529;0,8235
InceptionResNetV2;ReliefF;LinearSVM;InceptionResNetV2_ReliefF_50_LinearSVM;10;50;82,3529;0,8235
InceptionResNetV2;ReliefF;MLP;InceptionResNetV2_ReliefF_50_MLP;10;50;73,5294;0,7353
InceptionResNetV2;ReliefF;Logistic;InceptionResNetV2_ReliefF_50_Logistic;10;50;79,4118;0,7941
InceptionResNetV2;ReliefF;RandomForest;InceptionResNetV2_ReliefF_50_RandomForest;10;50;79,4118;0,7941
InceptionResNetV2;ReliefF;Adaboost;InceptionResNetV2_ReliefF_50_Adaboost;10;50;73,5294;0,7353
InceptionResNetV2;ReliefF;Gaussian;InceptionResNetV2_ReliefF_50_Gaussian;10;50;73,5294;0,7353
MobileNet;ReliefF;J48;MobileNet_ReliefF_50_J48;1;50;65,7143;0,6571
MobileNet;ReliefF;RBF;MobileNet_ReliefF_50_RBF;1;50;82,8571;0,8286
MobileNet;ReliefF;LinearSVM;MobileNet_ReliefF_50_LinearSVM;1;50;80;0,8
MobileNet;ReliefF;MLP;MobileNet_ReliefF_50_MLP;1;50;74,2857;0,7429
MobileNet;ReliefF;Logistic;MobileNet_ReliefF_50_Logistic;1;50;80;0,8
MobileNet;ReliefF;RandomForest;MobileNet_ReliefF_50_RandomForest;1;50;80;0,8
MobileNet;ReliefF;Adaboost;MobileNet_ReliefF_50_Adaboost;1;50;82,8571;0,8286
MobileNet;ReliefF;Gaussian;MobileNet_ReliefF_50_Gaussian;1;50;80;0,8
MobileNet;ReliefF;J48;MobileNet_ReliefF_50_J48;2;50;77,1429;0,7714
MobileNet;ReliefF;RBF;MobileNet_ReliefF_50_RBF;2;50;88,5714;0,8857
MobileNet;ReliefF;LinearSVM;MobileNet_ReliefF_50_LinearSVM;2;50;82,8571;0,8286
MobileNet;ReliefF;MLP;MobileNet_ReliefF_50_MLP;2;50;82,8571;0,8286
MobileNet;ReliefF;Logistic;MobileNet_ReliefF_50_Logistic;2;50;82,8571;0,8286
MobileNet;ReliefF;RandomForest;MobileNet_ReliefF_50_RandomForest;2;50;85,7143;0,8571
MobileNet;ReliefF;Adaboost;MobileNet_ReliefF_50_Adaboost;2;50;94,2857;0,9429
MobileNet;ReliefF;Gaussian;MobileNet_ReliefF_50_Gaussian;2;50;91,4286;0,9143
MobileNet;ReliefF;J48;MobileNet_ReliefF_50_J48;3;50;85,2941;0,8529
MobileNet;ReliefF;RBF;MobileNet_ReliefF_50_RBF;3;50;91,1765;0,9118
MobileNet;ReliefF;LinearSVM;MobileNet_ReliefF_50_LinearSVM;3;50;91,1765;0,9118
MobileNet;ReliefF;MLP;MobileNet_ReliefF_50_MLP;3;50;91,1765;0,9118
MobileNet;ReliefF;Logistic;MobileNet_ReliefF_50_Logistic;3;50;91,1765;0,9118
MobileNet;ReliefF;RandomForest;MobileNet_ReliefF_50_RandomForest;3;50;88,2353;0,8824
MobileNet;ReliefF;Adaboost;MobileNet_ReliefF_50_Adaboost;3;50;85,2941;0,8529
MobileNet;ReliefF;Gaussian;MobileNet_ReliefF_50_Gaussian;3;50;91,1765;0,9118
MobileNet;ReliefF;J48;MobileNet_ReliefF_50_J48;4;50;79,4118;0,7941
MobileNet;ReliefF;RBF;MobileNet_ReliefF_50_RBF;4;50;82,3529;0,8235
MobileNet;ReliefF;LinearSVM;MobileNet_ReliefF_50_LinearSVM;4;50;88,2353;0,8824
MobileNet;ReliefF;MLP;MobileNet_ReliefF_50_MLP;4;50;85,2941;0,8529
MobileNet;ReliefF;Logistic;MobileNet_ReliefF_50_Logistic;4;50;85,2941;0,8529
MobileNet;ReliefF;RandomForest;MobileNet_ReliefF_50_RandomForest;4;50;88,2353;0,8824
MobileNet;ReliefF;Adaboost;MobileNet_ReliefF_50_Adaboost;4;50;85,2941;0,8529
MobileNet;ReliefF;Gaussian;MobileNet_ReliefF_50_Gaussian;4;50;85,2941;0,8529
MobileNet;ReliefF;J48;MobileNet_ReliefF_50_J48;5;50;70,5882;0,7059
MobileNet;ReliefF;RBF;MobileNet_ReliefF_50_RBF;5;50;85,2941;0,8529
MobileNet;ReliefF;LinearSVM;MobileNet_ReliefF_50_LinearSVM;5;50;82,3529;0,8235
MobileNet;ReliefF;MLP;MobileNet_ReliefF_50_MLP;5;50;82,3529;0,8235
MobileNet;ReliefF;Logistic;MobileNet_ReliefF_50_Logistic;5;50;82,3529;0,8235
MobileNet;ReliefF;RandomForest;MobileNet_ReliefF_50_RandomForest;5;50;85,2941;0,8529
MobileNet;ReliefF;Adaboost;MobileNet_ReliefF_50_Adaboost;5;50;76,4706;0,7647
MobileNet;ReliefF;Gaussian;MobileNet_ReliefF_50_Gaussian;5;50;82,3529;0,8235
MobileNet;ReliefF;J48;MobileNet_ReliefF_50_J48;6;50;70,5882;0,7059
MobileNet;ReliefF;RBF;MobileNet_ReliefF_50_RBF;6;50;82,3529;0,8235
MobileNet;ReliefF;LinearSVM;MobileNet_ReliefF_50_LinearSVM;6;50;88,2353;0,8824
MobileNet;ReliefF;MLP;MobileNet_ReliefF_50_MLP;6;50;88,2353;0,8824
MobileNet;ReliefF;Logistic;MobileNet_ReliefF_50_Logistic;6;50;91,1765;0,9118
MobileNet;ReliefF;RandomForest;MobileNet_ReliefF_50_RandomForest;6;50;76,4706;0,7647
MobileNet;ReliefF;Adaboost;MobileNet_ReliefF_50_Adaboost;6;50;85,2941;0,8529
MobileNet;ReliefF;Gaussian;MobileNet_ReliefF_50_Gaussian;6;50;79,4118;0,7941
MobileNet;ReliefF;J48;MobileNet_ReliefF_50_J48;7;50;79,4118;0,7941
MobileNet;ReliefF;RBF;MobileNet_ReliefF_50_RBF;7;50;88,2353;0,8824
MobileNet;ReliefF;LinearSVM;MobileNet_ReliefF_50_LinearSVM;7;50;85,2941;0,8529
MobileNet;ReliefF;MLP;MobileNet_ReliefF_50_MLP;7;50;88,2353;0,8824
MobileNet;ReliefF;Logistic;MobileNet_ReliefF_50_Logistic;7;50;82,3529;0,8235
MobileNet;ReliefF;RandomForest;MobileNet_ReliefF_50_RandomForest;7;50;88,2353;0,8824
MobileNet;ReliefF;Adaboost;MobileNet_ReliefF_50_Adaboost;7;50;88,2353;0,8824
MobileNet;ReliefF;Gaussian;MobileNet_ReliefF_50_Gaussian;7;50;85,2941;0,8529
