ExtractionMethod;Reduction;Classification;Metodo;Fold;Components;ACC2;ACC
EfficientNetB2;PCA;LinearSVM;EfficientNetB2_PCA_150_LinearSVM;8;150;79,4118;0,7941
EfficientNetB2;PCA;LinearSVM;EfficientNetB2_PCA_150_LinearSVM;9;150;88,2353;0,8824
EfficientNetB2;PCA;LinearSVM;EfficientNetB2_PCA_150_LinearSVM;10;150;91,1765;0,9118
EfficientNetB2;PCA;MLP;EfficientNetB2_PCA_150_MLP;1;150;68,5714;0,6857
EfficientNetB2;PCA;MLP;EfficientNetB2_PCA_150_MLP;2;150;82,8571;0,8286
EfficientNetB2;PCA;MLP;EfficientNetB2_PCA_150_MLP;3;150;82,3529;0,8235
EfficientNetB2;PCA;MLP;EfficientNetB2_PCA_150_MLP;4;150;82,3529;0,8235
EfficientNetB2;PCA;MLP;EfficientNetB2_PCA_150_MLP;5;150;79,4118;0,7941
EfficientNetB2;PCA;MLP;EfficientNetB2_PCA_150_MLP;6;150;85,2941;0,8529
EfficientNetB2;PCA;MLP;EfficientNetB2_PCA_150_MLP;7;150;85,2941;0,8529
EfficientNetB2;PCA;MLP;EfficientNetB2_PCA_150_MLP;8;150;79,4118;0,7941
EfficientNetB2;PCA;MLP;EfficientNetB2_PCA_150_MLP;9;150;85,2941;0,8529
EfficientNetB2;PCA;MLP;EfficientNetB2_PCA_150_MLP;10;150;73,5294;0,7353
EfficientNetB2;PCA;Logistic;EfficientNetB2_PCA_150_Logistic;1;150;88,5714;0,8857
EfficientNetB2;PCA;Logistic;EfficientNetB2_PCA_150_Logistic;2;150;91,4286;0,9143
EfficientNetB2;PCA;Logistic;EfficientNetB2_PCA_150_Logistic;3;150;94,1176;0,9412
EfficientNetB2;PCA;Logistic;EfficientNetB2_PCA_150_Logistic;4;150;82,3529;0,8235
EfficientNetB2;PCA;Logistic;EfficientNetB2_PCA_150_Logistic;5;150;82,3529;0,8235
EfficientNetB2;PCA;Logistic;EfficientNetB2_PCA_150_Logistic;6;150;82,3529;0,8235
EfficientNetB2;PCA;Logistic;EfficientNetB2_PCA_150_Logistic;7;150;91,1765;0,9118
EfficientNetB2;PCA;Logistic;EfficientNetB2_PCA_150_Logistic;8;150;82,3529;0,8235
EfficientNetB2;PCA;Logistic;EfficientNetB2_PCA_150_Logistic;9;150;88,2353;0,8824
EfficientNetB2;PCA;Logistic;EfficientNetB2_PCA_150_Logistic;10;150;91,1765;0,9118
EfficientNetB2;PCA;RandomForest;EfficientNetB2_PCA_150_RandomForest;1;150;85,7143;0,8571
EfficientNetB2;PCA;RandomForest;EfficientNetB2_PCA_150_RandomForest;2;150;77,1429;0,7714
EfficientNetB2;PCA;RandomForest;EfficientNetB2_PCA_150_RandomForest;3;150;79,4118;0,7941
EfficientNetB2;PCA;RandomForest;EfficientNetB2_PCA_150_RandomForest;4;150;76,4706;0,7647
EfficientNetB2;PCA;RandomForest;EfficientNetB2_PCA_150_RandomForest;5;150;82,3529;0,8235
EfficientNetB2;PCA;RandomForest;EfficientNetB2_PCA_150_RandomForest;6;150;82,3529;0,8235
EfficientNetB2;PCA;RandomForest;EfficientNetB2_PCA_150_RandomForest;7;150;85,2941;0,8529
EfficientNetB2;PCA;RandomForest;EfficientNetB2_PCA_150_RandomForest;8;150;70,5882;0,7059
EfficientNetB2;PCA;RandomForest;EfficientNetB2_PCA_150_RandomForest;9;150;76,4706;0,7647
EfficientNetB2;PCA;RandomForest;EfficientNetB2_PCA_150_RandomForest;10;150;73,5294;0,7353
EfficientNetB2;PCA;Adaboost;EfficientNetB2_PCA_150_Adaboost;1;150;80;0,8
EfficientNetB2;PCA;Adaboost;EfficientNetB2_PCA_150_Adaboost;2;150;88,5714;0,8857
EfficientNetB2;PCA;Adaboost;EfficientNetB2_PCA_150_Adaboost;3;150;82,3529;0,8235
EfficientNetB2;PCA;Adaboost;EfficientNetB2_PCA_150_Adaboost;4;150;79,4118;0,7941
EfficientNetB2;PCA;Adaboost;EfficientNetB2_PCA_150_Adaboost;5;150;91,1765;0,9118
EfficientNetB2;PCA;Adaboost;EfficientNetB2_PCA_150_Adaboost;6;150;82,3529;0,8235
EfficientNetB2;PCA;Adaboost;EfficientNetB2_PCA_150_Adaboost;7;150;94,1176;0,9412
EfficientNetB2;PCA;Adaboost;EfficientNetB2_PCA_150_Adaboost;8;150;73,5294;0,7353
EfficientNetB2;PCA;Adaboost;EfficientNetB2_PCA_150_Adaboost;9;150;85,2941;0,8529
EfficientNetB2;PCA;Adaboost;EfficientNetB2_PCA_150_Adaboost;10;150;85,2941;0,8529
EfficientNetB2;PCA;Gaussian;EfficientNetB2_PCA_150_Gaussian;1;150;68,5714;0,6857
EfficientNetB2;PCA;Gaussian;EfficientNetB2_PCA_150_Gaussian;2;150;68,5714;0,6857
EfficientNetB2;PCA;Gaussian;EfficientNetB2_PCA_150_Gaussian;3;150;61,7647;0,6176
EfficientNetB2;PCA;Gaussian;EfficientNetB2_PCA_150_Gaussian;4;150;67,6471;0,6765
EfficientNetB2;PCA;Gaussian;EfficientNetB2_PCA_150_Gaussian;5;150;70,5882;0,7059
EfficientNetB2;PCA;Gaussian;EfficientNetB2_PCA_150_Gaussian;6;150;64,7059;0,6471
EfficientNetB2;PCA;Gaussian;EfficientNetB2_PCA_150_Gaussian;7;150;76,4706;0,7647
EfficientNetB2;PCA;Gaussian;EfficientNetB2_PCA_150_Gaussian;8;150;70,5882;0,7059
EfficientNetB2;PCA;Gaussian;EfficientNetB2_PCA_150_Gaussian;9;150;79,4118;0,7941
EfficientNetB2;PCA;Gaussian;EfficientNetB2_PCA_150_Gaussian;10;150;76,4706;0,7647
EfficientNetB2;UMAP;J48;EfficientNetB2_UMAP_150_J48;1;150;77,1429;0,7714
EfficientNetB2;UMAP;J48;EfficientNetB2_UMAP_150_J48;2;150;74,2857;0,7429
EfficientNetB2;UMAP;J48;EfficientNetB2_UMAP_150_J48;3;150;79,4118;0,7941
EfficientNetB2;UMAP;J48;EfficientNetB2_UMAP_150_J48;4;150;70,5882;0,7059
EfficientNetB2;UMAP;J48;EfficientNetB2_UMAP_150_J48;5;150;70,5882;0,7059
EfficientNetB2;UMAP;J48;EfficientNetB2_UMAP_150_J48;6;150;91,1765;0,9118
EfficientNetB2;UMAP;J48;EfficientNetB2_UMAP_150_J48;7;150;64,7059;0,6471
EfficientNetB2;UMAP;J48;EfficientNetB2_UMAP_150_J48;8;150;73,5294;0,7353
EfficientNetB2;UMAP;J48;EfficientNetB2_UMAP_150_J48;9;150;79,4118;0,7941
EfficientNetB2;UMAP;J48;EfficientNetB2_UMAP_150_J48;10;150;76,4706;0,7647
EfficientNetB2;UMAP;RBF;EfficientNetB2_UMAP_150_RBF;1;150;74,2857;0,7429
EfficientNetB2;UMAP;RBF;EfficientNetB2_UMAP_150_RBF;2;150;71,4286;0,7143
EfficientNetB2;UMAP;RBF;EfficientNetB2_UMAP_150_RBF;3;150;67,6471;0,6765
EfficientNetB2;UMAP;RBF;EfficientNetB2_UMAP_150_RBF;4;150;73,5294;0,7353
EfficientNetB2;UMAP;RBF;EfficientNetB2_UMAP_150_RBF;5;150;82,3529;0,8235
EfficientNetB2;UMAP;RBF;EfficientNetB2_UMAP_150_RBF;6;150;70,5882;0,7059
EfficientNetB2;UMAP;RBF;EfficientNetB2_UMAP_150_RBF;7;150;70,5882;0,7059
EfficientNetB2;UMAP;RBF;EfficientNetB2_UMAP_150_RBF;8;150;76,4706;0,7647
EfficientNetB2;UMAP;RBF;EfficientNetB2_UMAP_150_RBF;9;150;70,5882;0,7059
EfficientNetB2;UMAP;RBF;EfficientNetB2_UMAP_150_RBF;10;150;73,5294;0,7353
EfficientNetB2;UMAP;LinearSVM;EfficientNetB2_UMAP_150_LinearSVM;1;150;74,2857;0,7429
EfficientNetB2;UMAP;LinearSVM;EfficientNetB2_UMAP_150_LinearSVM;2;150;71,4286;0,7143
EfficientNetB2;UMAP;LinearSVM;EfficientNetB2_UMAP_150_LinearSVM;3;150;64,7059;0,6471
EfficientNetB2;UMAP;LinearSVM;EfficientNetB2_UMAP_150_LinearSVM;4;150;76,4706;0,7647
EfficientNetB2;UMAP;LinearSVM;EfficientNetB2_UMAP_150_LinearSVM;5;150;82,3529;0,8235
EfficientNetB2;UMAP;LinearSVM;EfficientNetB2_UMAP_150_LinearSVM;6;150;70,5882;0,7059
EfficientNetB2;UMAP;LinearSVM;EfficientNetB2_UMAP_150_LinearSVM;7;150;67,6471;0,6765
EfficientNetB2;UMAP;LinearSVM;EfficientNetB2_UMAP_150_LinearSVM;8;150;76,4706;0,7647
EfficientNetB2;UMAP;LinearSVM;EfficientNetB2_UMAP_150_LinearSVM;9;150;73,5294;0,7353
EfficientNetB2;UMAP;LinearSVM;EfficientNetB2_UMAP_150_LinearSVM;10;150;73,5294;0,7353
EfficientNetB2;UMAP;MLP;EfficientNetB2_UMAP_150_MLP;1;150;68,5714;0,6857
EfficientNetB2;UMAP;MLP;EfficientNetB2_UMAP_150_MLP;2;150;62,8571;0,6286
EfficientNetB2;UMAP;MLP;EfficientNetB2_UMAP_150_MLP;3;150;61,7647;0,6176
EfficientNetB2;UMAP;MLP;EfficientNetB2_UMAP_150_MLP;4;150;70,5882;0,7059
EfficientNetB2;UMAP;MLP;EfficientNetB2_UMAP_150_MLP;5;150;73,5294;0,7353
EfficientNetB2;UMAP;MLP;EfficientNetB2_UMAP_150_MLP;6;150;61,7647;0,6176
EfficientNetB2;UMAP;MLP;EfficientNetB2_UMAP_150_MLP;7;150;64,7059;0,6471
EfficientNetB2;UMAP;MLP;EfficientNetB2_UMAP_150_MLP;8;150;67,6471;0,6765
EfficientNetB2;UMAP;MLP;EfficientNetB2_UMAP_150_MLP;9;150;64,7059;0,6471
EfficientNetB2;UMAP;MLP;EfficientNetB2_UMAP_150_MLP;10;150;76,4706;0,7647
EfficientNetB2;UMAP;Logistic;EfficientNetB2_UMAP_150_Logistic;1;150;80;0,8
EfficientNetB2;UMAP;Logistic;EfficientNetB2_UMAP_150_Logistic;2;150;82,8571;0,8286
EfficientNetB2;UMAP;Logistic;EfficientNetB2_UMAP_150_Logistic;3;150;73,5294;0,7353
EfficientNetB2;UMAP;Logistic;EfficientNetB2_UMAP_150_Logistic;4;150;79,4118;0,7941
EfficientNetB2;UMAP;Logistic;EfficientNetB2_UMAP_150_Logistic;5;150;76,4706;0,7647
EfficientNetB2;UMAP;Logistic;EfficientNetB2_UMAP_150_Logistic;6;150;85,2941;0,8529
EfficientNetB2;UMAP;Logistic;EfficientNetB2_UMAP_150_Logistic;7;150;76,4706;0,7647
EfficientNetB2;UMAP;Logistic;EfficientNetB2_UMAP_150_Logistic;8;150;88,2353;0,8824
EfficientNetB2;UMAP;Logistic;EfficientNetB2_UMAP_150_Logistic;9;150;82,3529;0,8235
EfficientNetB2;UMAP;Logistic;EfficientNetB2_UMAP_150_Logistic;10;150;73,5294;0,7353
EfficientNetB2;UMAP;RandomForest;EfficientNetB2_UMAP_150_RandomForest;1;150;91,4286;0,9143
EfficientNetB2;UMAP;RandomForest;EfficientNetB2_UMAP_150_RandomForest;2;150;80;0,8
EfficientNetB2;UMAP;RandomForest;EfficientNetB2_UMAP_150_RandomForest;3;150;76,4706;0,7647
EfficientNetB2;UMAP;RandomForest;EfficientNetB2_UMAP_150_RandomForest;4;150;79,4118;0,7941
EfficientNetB2;UMAP;RandomForest;EfficientNetB2_UMAP_150_RandomForest;5;150;79,4118;0,7941
EfficientNetB2;UMAP;RandomForest;EfficientNetB2_UMAP_150_RandomForest;6;150;85,2941;0,8529
EfficientNetB2;UMAP;RandomForest;EfficientNetB2_UMAP_150_RandomForest;7;150;82,3529;0,8235
EfficientNetB2;UMAP;RandomForest;EfficientNetB2_UMAP_150_RandomForest;8;150;85,2941;0,8529
EfficientNetB2;UMAP;RandomForest;EfficientNetB2_UMAP_150_RandomForest;9;150;91,1765;0,9118
EfficientNetB2;UMAP;RandomForest;EfficientNetB2_UMAP_150_RandomForest;10;150;88,2353;0,8824
EfficientNetB2;UMAP;Adaboost;EfficientNetB2_UMAP_150_Adaboost;1;150;91,4286;0,9143
EfficientNetB2;UMAP;Adaboost;EfficientNetB2_UMAP_150_Adaboost;2;150;77,1429;0,7714
EfficientNetB2;UMAP;Adaboost;EfficientNetB2_UMAP_150_Adaboost;3;150;67,6471;0,6765
EfficientNetB2;UMAP;Adaboost;EfficientNetB2_UMAP_150_Adaboost;4;150;82,3529;0,8235
EfficientNetB2;UMAP;Adaboost;EfficientNetB2_UMAP_150_Adaboost;5;150;67,6471;0,6765
EfficientNetB2;UMAP;Adaboost;EfficientNetB2_UMAP_150_Adaboost;6;150;76,4706;0,7647
EfficientNetB2;UMAP;Adaboost;EfficientNetB2_UMAP_150_Adaboost;7;150;67,6471;0,6765
EfficientNetB2;UMAP;Adaboost;EfficientNetB2_UMAP_150_Adaboost;8;150;79,4118;0,7941
EfficientNetB2;UMAP;Adaboost;EfficientNetB2_UMAP_150_Adaboost;9;150;94,1176;0,9412
EfficientNetB2;UMAP;Adaboost;EfficientNetB2_UMAP_150_Adaboost;10;150;79,4118;0,7941
EfficientNetB2;UMAP;Gaussian;EfficientNetB2_UMAP_150_Gaussian;1;150;74,2857;0,7429
EfficientNetB2;UMAP;Gaussian;EfficientNetB2_UMAP_150_Gaussian;2;150;77,1429;0,7714
EfficientNetB2;UMAP;Gaussian;EfficientNetB2_UMAP_150_Gaussian;3;150;64,7059;0,6471
EfficientNetB2;UMAP;Gaussian;EfficientNetB2_UMAP_150_Gaussian;4;150;76,4706;0,7647
EfficientNetB2;UMAP;Gaussian;EfficientNetB2_UMAP_150_Gaussian;5;150;70,5882;0,7059
EfficientNetB2;UMAP;Gaussian;EfficientNetB2_UMAP_150_Gaussian;6;150;82,3529;0,8235
EfficientNetB2;UMAP;Gaussian;EfficientNetB2_UMAP_150_Gaussian;7;150;67,6471;0,6765
EfficientNetB2;UMAP;Gaussian;EfficientNetB2_UMAP_150_Gaussian;8;150;64,7059;0,6471
EfficientNetB2;UMAP;Gaussian;EfficientNetB2_UMAP_150_Gaussian;9;150;61,7647;0,6176
EfficientNetB2;UMAP;Gaussian;EfficientNetB2_UMAP_150_Gaussian;10;150;76,4706;0,7647
EfficientNetB3;PCA;J48;EfficientNetB3_PCA_150_J48;1;150;57,1429;0,5714
EfficientNetB3;PCA;J48;EfficientNetB3_PCA_150_J48;2;150;85,7143;0,8571
EfficientNetB3;PCA;J48;EfficientNetB3_PCA_150_J48;3;150;79,4118;0,7941
EfficientNetB3;PCA;J48;EfficientNetB3_PCA_150_J48;4;150;73,5294;0,7353
EfficientNetB3;PCA;J48;EfficientNetB3_PCA_150_J48;5;150;73,5294;0,7353
EfficientNetB3;PCA;J48;EfficientNetB3_PCA_150_J48;6;150;79,4118;0,7941
EfficientNetB3;PCA;J48;EfficientNetB3_PCA_150_J48;7;150;76,4706;0,7647
EfficientNetB3;PCA;J48;EfficientNetB3_PCA_150_J48;8;150;70,5882;0,7059
EfficientNetB3;PCA;J48;EfficientNetB3_PCA_150_J48;9;150;79,4118;0,7941
EfficientNetB3;PCA;J48;EfficientNetB3_PCA_150_J48;10;150;67,6471;0,6765
EfficientNetB3;PCA;RBF;EfficientNetB3_PCA_150_RBF;1;150;77,1429;0,7714
EfficientNetB3;PCA;RBF;EfficientNetB3_PCA_150_RBF;2;150;94,2857;0,9429
EfficientNetB3;PCA;RBF;EfficientNetB3_PCA_150_RBF;3;150;91,1765;0,9118
EfficientNetB3;PCA;RBF;EfficientNetB3_PCA_150_RBF;4;150;82,3529;0,8235
EfficientNetB3;PCA;RBF;EfficientNetB3_PCA_150_RBF;5;150;97,0588;0,9706
EfficientNetB3;PCA;RBF;EfficientNetB3_PCA_150_RBF;6;150;94,1176;0,9412
EfficientNetB3;PCA;RBF;EfficientNetB3_PCA_150_RBF;7;150;82,3529;0,8235
EfficientNetB3;PCA;RBF;EfficientNetB3_PCA_150_RBF;8;150;91,1765;0,9118
EfficientNetB3;PCA;RBF;EfficientNetB3_PCA_150_RBF;9;150;94,1176;0,9412
EfficientNetB3;PCA;RBF;EfficientNetB3_PCA_150_RBF;10;150;85,2941;0,8529
EfficientNetB3;PCA;LinearSVM;EfficientNetB3_PCA_150_LinearSVM;1;150;82,8571;0,8286
EfficientNetB3;PCA;LinearSVM;EfficientNetB3_PCA_150_LinearSVM;2;150;82,8571;0,8286
EfficientNetB3;PCA;LinearSVM;EfficientNetB3_PCA_150_LinearSVM;3;150;88,2353;0,8824
EfficientNetB3;PCA;LinearSVM;EfficientNetB3_PCA_150_LinearSVM;4;150;85,2941;0,8529
EfficientNetB3;PCA;LinearSVM;EfficientNetB3_PCA_150_LinearSVM;5;150;88,2353;0,8824
EfficientNetB3;PCA;LinearSVM;EfficientNetB3_PCA_150_LinearSVM;6;150;88,2353;0,8824
EfficientNetB3;PCA;LinearSVM;EfficientNetB3_PCA_150_LinearSVM;7;150;79,4118;0,7941
EfficientNetB3;PCA;LinearSVM;EfficientNetB3_PCA_150_LinearSVM;8;150;91,1765;0,9118
EfficientNetB3;PCA;LinearSVM;EfficientNetB3_PCA_150_LinearSVM;9;150;91,1765;0,9118
EfficientNetB3;PCA;LinearSVM;EfficientNetB3_PCA_150_LinearSVM;10;150;82,3529;0,8235
EfficientNetB3;PCA;MLP;EfficientNetB3_PCA_150_MLP;1;150;74,2857;0,7429
EfficientNetB3;PCA;MLP;EfficientNetB3_PCA_150_MLP;2;150;88,5714;0,8857
EfficientNetB3;PCA;MLP;EfficientNetB3_PCA_150_MLP;3;150;85,2941;0,8529
EfficientNetB3;PCA;MLP;EfficientNetB3_PCA_150_MLP;4;150;70,5882;0,7059
EfficientNetB3;PCA;MLP;EfficientNetB3_PCA_150_MLP;5;150;82,3529;0,8235
EfficientNetB3;PCA;MLP;EfficientNetB3_PCA_150_MLP;6;150;79,4118;0,7941
EfficientNetB3;PCA;MLP;EfficientNetB3_PCA_150_MLP;7;150;79,4118;0,7941
EfficientNetB3;PCA;MLP;EfficientNetB3_PCA_150_MLP;8;150;76,4706;0,7647
EfficientNetB3;PCA;MLP;EfficientNetB3_PCA_150_MLP;9;150;91,1765;0,9118
EfficientNetB3;PCA;MLP;EfficientNetB3_PCA_150_MLP;10;150;76,4706;0,7647
EfficientNetB3;PCA;Logistic;EfficientNetB3_PCA_150_Logistic;1;150;85,7143;0,8571
EfficientNetB3;PCA;Logistic;EfficientNetB3_PCA_150_Logistic;2;150;82,8571;0,8286
EfficientNetB3;PCA;Logistic;EfficientNetB3_PCA_150_Logistic;3;150;88,2353;0,8824
EfficientNetB3;PCA;Logistic;EfficientNetB3_PCA_150_Logistic;4;150;85,2941;0,8529
EfficientNetB3;PCA;Logistic;EfficientNetB3_PCA_150_Logistic;5;150;91,1765;0,9118
EfficientNetB3;PCA;Logistic;EfficientNetB3_PCA_150_Logistic;6;150;91,1765;0,9118
EfficientNetB3;PCA;Logistic;EfficientNetB3_PCA_150_Logistic;7;150;85,2941;0,8529
EfficientNetB3;PCA;Logistic;EfficientNetB3_PCA_150_Logistic;8;150;91,1765;0,9118
EfficientNetB3;PCA;Logistic;EfficientNetB3_PCA_150_Logistic;9;150;94,1176;0,9412
EfficientNetB3;PCA;Logistic;EfficientNetB3_PCA_150_Logistic;10;150;82,3529;0,8235
EfficientNetB3;PCA;RandomForest;EfficientNetB3_PCA_150_RandomForest;1;150;82,8571;0,8286
EfficientNetB3;PCA;RandomForest;EfficientNetB3_PCA_150_RandomForest;2;150;91,4286;0,9143
EfficientNetB3;PCA;RandomForest;EfficientNetB3_PCA_150_RandomForest;3;150;85,2941;0,8529
EfficientNetB3;PCA;RandomForest;EfficientNetB3_PCA_150_RandomForest;4;150;73,5294;0,7353
EfficientNetB3;PCA;RandomForest;EfficientNetB3_PCA_150_RandomForest;5;150;76,4706;0,7647
EfficientNetB3;PCA;RandomForest;EfficientNetB3_PCA_150_RandomForest;6;150;85,2941;0,8529
EfficientNetB3;PCA;RandomForest;EfficientNetB3_PCA_150_RandomForest;7;150;82,3529;0,8235
EfficientNetB3;PCA;RandomForest;EfficientNetB3_PCA_150_RandomForest;8;150;82,3529;0,8235
EfficientNetB3;PCA;RandomForest;EfficientNetB3_PCA_150_RandomForest;9;150;85,2941;0,8529
EfficientNetB3;PCA;RandomForest;EfficientNetB3_PCA_150_RandomForest;10;150;82,3529;0,8235
EfficientNetB3;PCA;Adaboost;EfficientNetB3_PCA_150_Adaboost;1;150;82,8571;0,8286
EfficientNetB3;PCA;Adaboost;EfficientNetB3_PCA_150_Adaboost;2;150;85,7143;0,8571
EfficientNetB3;PCA;Adaboost;EfficientNetB3_PCA_150_Adaboost;3;150;82,3529;0,8235
EfficientNetB3;PCA;Adaboost;EfficientNetB3_PCA_150_Adaboost;4;150;76,4706;0,7647
EfficientNetB3;PCA;Adaboost;EfficientNetB3_PCA_150_Adaboost;5;150;88,2353;0,8824
EfficientNetB3;PCA;Adaboost;EfficientNetB3_PCA_150_Adaboost;6;150;88,2353;0,8824
EfficientNetB3;PCA;Adaboost;EfficientNetB3_PCA_150_Adaboost;7;150;76,4706;0,7647
EfficientNetB3;PCA;Adaboost;EfficientNetB3_PCA_150_Adaboost;8;150;85,2941;0,8529
EfficientNetB3;PCA;Adaboost;EfficientNetB3_PCA_150_Adaboost;9;150;88,2353;0,8824
EfficientNetB3;PCA;Adaboost;EfficientNetB3_PCA_150_Adaboost;10;150;88,2353;0,8824
EfficientNetB3;PCA;Gaussian;EfficientNetB3_PCA_150_Gaussian;1;150;68,5714;0,6857
EfficientNetB3;PCA;Gaussian;EfficientNetB3_PCA_150_Gaussian;2;150;68,5714;0,6857
EfficientNetB3;PCA;Gaussian;EfficientNetB3_PCA_150_Gaussian;3;150;76,4706;0,7647
EfficientNetB3;PCA;Gaussian;EfficientNetB3_PCA_150_Gaussian;4;150;70,5882;0,7059
EfficientNetB3;PCA;Gaussian;EfficientNetB3_PCA_150_Gaussian;5;150;70,5882;0,7059
EfficientNetB3;PCA;Gaussian;EfficientNetB3_PCA_150_Gaussian;6;150;73,5294;0,7353
EfficientNetB3;PCA;Gaussian;EfficientNetB3_PCA_150_Gaussian;7;150;64,7059;0,6471
EfficientNetB3;PCA;Gaussian;EfficientNetB3_PCA_150_Gaussian;8;150;64,7059;0,6471
EfficientNetB3;PCA;Gaussian;EfficientNetB3_PCA_150_Gaussian;9;150;73,5294;0,7353
EfficientNetB3;PCA;Gaussian;EfficientNetB3_PCA_150_Gaussian;10;150;67,6471;0,6765
EfficientNetB3;UMAP;J48;EfficientNetB3_UMAP_150_J48;1;150;94,2857;0,9429
EfficientNetB3;UMAP;J48;EfficientNetB3_UMAP_150_J48;2;150;85,7143;0,8571
EfficientNetB3;UMAP;J48;EfficientNetB3_UMAP_150_J48;3;150;88,2353;0,8824
EfficientNetB3;UMAP;J48;EfficientNetB3_UMAP_150_J48;4;150;79,4118;0,7941
EfficientNetB3;UMAP;J48;EfficientNetB3_UMAP_150_J48;5;150;82,3529;0,8235
EfficientNetB3;UMAP;J48;EfficientNetB3_UMAP_150_J48;6;150;88,2353;0,8824
EfficientNetB3;UMAP;J48;EfficientNetB3_UMAP_150_J48;7;150;79,4118;0,7941
EfficientNetB3;UMAP;J48;EfficientNetB3_UMAP_150_J48;8;150;82,3529;0,8235
EfficientNetB3;UMAP;J48;EfficientNetB3_UMAP_150_J48;9;150;82,3529;0,8235
EfficientNetB3;UMAP;J48;EfficientNetB3_UMAP_150_J48;10;150;73,5294;0,7353
EfficientNetB3;UMAP;RBF;EfficientNetB3_UMAP_150_RBF;1;150;80;0,8
EfficientNetB3;UMAP;RBF;EfficientNetB3_UMAP_150_RBF;2;150;77,1429;0,7714
EfficientNetB3;UMAP;RBF;EfficientNetB3_UMAP_150_RBF;3;150;67,6471;0,6765
EfficientNetB3;UMAP;RBF;EfficientNetB3_UMAP_150_RBF;4;150;79,4118;0,7941
EfficientNetB3;UMAP;RBF;EfficientNetB3_UMAP_150_RBF;5;150;76,4706;0,7647
EfficientNetB3;UMAP;RBF;EfficientNetB3_UMAP_150_RBF;6;150;73,5294;0,7353
EfficientNetB3;UMAP;RBF;EfficientNetB3_UMAP_150_RBF;7;150;76,4706;0,7647
EfficientNetB3;UMAP;RBF;EfficientNetB3_UMAP_150_RBF;8;150;76,4706;0,7647
EfficientNetB3;UMAP;RBF;EfficientNetB3_UMAP_150_RBF;9;150;70,5882;0,7059
EfficientNetB3;UMAP;RBF;EfficientNetB3_UMAP_150_RBF;10;150;70,5882;0,7059
EfficientNetB3;UMAP;LinearSVM;EfficientNetB3_UMAP_150_LinearSVM;1;150;80;0,8
EfficientNetB3;UMAP;LinearSVM;EfficientNetB3_UMAP_150_LinearSVM;2;150;77,1429;0,7714
EfficientNetB3;UMAP;LinearSVM;EfficientNetB3_UMAP_150_LinearSVM;3;150;67,6471;0,6765
EfficientNetB3;UMAP;LinearSVM;EfficientNetB3_UMAP_150_LinearSVM;4;150;79,4118;0,7941
EfficientNetB3;UMAP;LinearSVM;EfficientNetB3_UMAP_150_LinearSVM;5;150;79,4118;0,7941
EfficientNetB3;UMAP;LinearSVM;EfficientNetB3_UMAP_150_LinearSVM;6;150;73,5294;0,7353
EfficientNetB3;UMAP;LinearSVM;EfficientNetB3_UMAP_150_LinearSVM;7;150;76,4706;0,7647
EfficientNetB3;UMAP;LinearSVM;EfficientNetB3_UMAP_150_LinearSVM;8;150;79,4118;0,7941
EfficientNetB3;UMAP;LinearSVM;EfficientNetB3_UMAP_150_LinearSVM;9;150;70,5882;0,7059
EfficientNetB3;UMAP;LinearSVM;EfficientNetB3_UMAP_150_LinearSVM;10;150;70,5882;0,7059
EfficientNetB3;UMAP;MLP;EfficientNetB3_UMAP_150_MLP;1;150;74,2857;0,7429
EfficientNetB3;UMAP;MLP;EfficientNetB3_UMAP_150_MLP;2;150;74,2857;0,7429
EfficientNetB3;UMAP;MLP;EfficientNetB3_UMAP_150_MLP;3;150;64,7059;0,6471
EfficientNetB3;UMAP;MLP;EfficientNetB3_UMAP_150_MLP;4;150;73,5294;0,7353
EfficientNetB3;UMAP;MLP;EfficientNetB3_UMAP_150_MLP;5;150;70,5882;0,7059
EfficientNetB3;UMAP;MLP;EfficientNetB3_UMAP_150_MLP;6;150;70,5882;0,7059
EfficientNetB3;UMAP;MLP;EfficientNetB3_UMAP_150_MLP;7;150;76,4706;0,7647
EfficientNetB3;UMAP;MLP;EfficientNetB3_UMAP_150_MLP;8;150;76,4706;0,7647
EfficientNetB3;UMAP;MLP;EfficientNetB3_UMAP_150_MLP;9;150;67,6471;0,6765
EfficientNetB3;UMAP;MLP;EfficientNetB3_UMAP_150_MLP;10;150;73,5294;0,7353
EfficientNetB3;UMAP;Logistic;EfficientNetB3_UMAP_150_Logistic;1;150;74,2857;0,7429
EfficientNetB3;UMAP;Logistic;EfficientNetB3_UMAP_150_Logistic;2;150;80;0,8
EfficientNetB3;UMAP;Logistic;EfficientNetB3_UMAP_150_Logistic;3;150;76,4706;0,7647
EfficientNetB3;UMAP;Logistic;EfficientNetB3_UMAP_150_Logistic;4;150;88,2353;0,8824
EfficientNetB3;UMAP;Logistic;EfficientNetB3_UMAP_150_Logistic;5;150;82,3529;0,8235
EfficientNetB3;UMAP;Logistic;EfficientNetB3_UMAP_150_Logistic;6;150;76,4706;0,7647
EfficientNetB3;UMAP;Logistic;EfficientNetB3_UMAP_150_Logistic;7;150;73,5294;0,7353
EfficientNetB3;UMAP;Logistic;EfficientNetB3_UMAP_150_Logistic;8;150;79,4118;0,7941
EfficientNetB3;UMAP;Logistic;EfficientNetB3_UMAP_150_Logistic;9;150;82,3529;0,8235
